T,K,kappa,theta,sigma,price,error,valid_paths
3,1,0.12,-0.34,0.18,0.143156,0.0047375,10000
3,1,0.12,-0.34,0.19,0.140246,0.00491492,10000
3,1,0.12,-0.34,0.2,0.152439,0.00515331,10000
3,1,0.12,-0.3,0.1,0.0948276,0.0029506,10000
3,1,0.12,-0.3,0.12,0.109092,0.00336764,10000
3,1,0.12,-0.3,0.13,0.109156,0.00352156,10000
3,1,0.12,-0.3,0.14,0.117827,0.00374968,10000
3,1,0.12,-0.3,0.15,0.121636,0.00398106,10000
3,1,0.12,-0.3,0.16,0.129074,0.00417455,10000
3,1,0.12,-0.3,0.17,0.130115,0.00442112,10000
3,1,0.12,-0.3,0.18,0.142601,0.00473179,10000
3,1,0.12,-0.3,0.19,0.14494,0.00487169,10000
3,1,0.12,-0.3,0.2,0.151223,0.00510282,10000
3,1,0.12,-0.27,0.1,0.0912011,0.0027895,10000
3,1,0.12,-0.27,0.12,0.102888,0.00317781,10000
3,1,0.12,-0.27,0.13,0.108905,0.00343166,10000
3,1,0.12,-0.27,0.14,0.112016,0.00357516,10000
3,1,0.12,-0.27,0.15,0.11986,0.0038854,10000
3,1,0.12,-0.27,0.16,0.122299,0.00403125,10000
3,1,0.12,-0.27,0.17,0.128906,0.00437351,10000
3,1,0.12,-0.27,0.18,0.134525,0.00455898,10000
3,1,0.12,-0.27,0.19,0.141978,0.00482535,10000
3,1,0.12,-0.27,0.2,0.146757,0.00502874,10000
3,1,0.12,-0.24,0.1,0.0889416,0.00271697,10000
3,1,0.12,-0.24,0.12,0.0986023,0.00313622,10000
3,1,0.12,-0.24,0.13,0.101855,0.00326482,10000
3,1,0.12,-0.24,0.14,0.109401,0.0035044,10000
3,1,0.12,-0.24,0.15,0.118818,0.00380264,10000
3,1,0.12,-0.24,0.16,0.121698,0.00401115,10000
3,1,0.12,-0.24,0.17,0.127699,0.00421159,10000
3,1,0.12,-0.24,0.18,0.132529,0.00444316,10000
3,1,0.12,-0.24,0.19,0.135024,0.00462384,10000
3,1,0.12,-0.24,0.2,0.145536,0.00501529,10000
3,1,0.12,-0.21,0.1,0.0829361,0.00252887,10000
3,1,0.12,-0.21,0.12,0.0950587,0.00296657,10000
3,1,0.12,-0.21,0.13,0.101359,0.00321829,10000
3,1,0.12,-0.21,0.14,0.107941,0.00342654,10000
3,1,0.12,-0.21,0.15,0.112938,0.0036827,10000
3,1,0.12,-0.21,0.16,0.118175,0.00386595,10000
3,1,0.12,-0.21,0.17,0.127231,0.00414143,10000
3,1,0.12,-0.21,0.18,0.129517,0.00444231,10000
3,1,0.12,-0.21,0.19,0.13298,0.00461188,10000
3,1,0.12,-0.21,0.2,0.142077,0.00496225,10000
3,1,0.12,-0.25,0.1,0.0870502,0.0027394,10000
3,1,0.12,-0.25,0.12,0.100336,0.00309541,10000
3,1,0.12,-0.25,0.13,0.106131,0.00332718,10000
3,1,0.12,-0.25,0.14,0.112396,0.00358961,10000
3,1,0.12,-0.25,0.15,0.117057,0.0038796,10000
3,1,0.12,-0.25,0.16,0.121472,0.00398225,10000
3,1,0.12,-0.25,0.17,0.129649,0.00433587,10000
3,1,0.12,-0.25,0.18,0.13506,0.0045019,10000
3,1,0.12,-0.25,0.19,0.139001,0.00469247,10000
3,1,0.12,-0.25,0.2,0.148123,0.00507974,10000
3,1,0.12,-0.26,0.1,0.0898424,0.0027692,10000
3,1,0.12,-0.26,0.12,0.100928,0.00313927,10000
3,1,0.12,-0.26,0.13,0.107217,0.00337178,10000
3,1,0.12,-0.26,0.14,0.113322,0.00357529,10000
3,1,0.12,-0.26,0.15,0.118274,0.0038057,10000
3,1,0.12,-0.26,0.16,0.123567,0.00393406,10000
3,1,0.12,-0.26,0.17,0.129073,0.00423881,10000
3,1,0.12,-0.26,0.18,0.134106,0.00447287,10000
3,1,0.12,-0.26,0.19,0.145958,0.00487718,10000
3,1,0.12,-0.26,0.2,0.146386,0.00500773,10000
3,1,0.12,-0.35,0.1,0.104236,0.00320213,10000
3,1,0.12,-0.35,0.12,0.115197,0.00364115,10000
3,1,0.12,-0.35,0.13,0.117404,0.0037122,10000
3,1,0.12,-0.35,0.14,0.125744,0.00399285,10000
3,1,0.12,-0.35,0.15,0.127603,0.00417599,10000
3,1,0.12,-0.35,0.16,0.132855,0.00434784,10000
3,1,0.12,-0.35,0.17,0.134925,0.00451472,10000
3,1,0.12,-0.35,0.18,0.145407,0.00489791,10000
3,1,0.12,-0.35,0.19,0.147547,0.00509227,10000
3,1,0.12,-0.35,0.2,0.159208,0.00542456,10000
3,1,0.12,-0.4,0.1,0.112111,0.00348489,10000
3,1,0.12,-0.4,0.12,0.121461,0.00386764,10000
3,1,0.12,-0.4,0.13,0.12878,0.00406713,10000
3,1,0.12,-0.4,0.14,0.132084,0.00424745,10000
3,1,0.12,-0.4,0.15,0.136827,0.00439146,10000
3,1,0.12,-0.4,0.16,0.144856,0.00473266,10000
3,1,0.12,-0.4,0.17,0.146145,0.00484205,10000
3,1,0.12,-0.4,0.18,0.152291,0.00508079,10000
3,1,0.12,-0.4,0.19,0.147645,0.00510901,10000
3,1,0.12,-0.4,0.2,0.15723,0.00548868,10000
3,1,0.12,-0.45,0.1,0.123764,0.00388715,10000
3,1,0.12,-0.45,0.12,0.131736,0.00418722,10000
3,1,0.12,-0.45,0.13,0.132118,0.00426448,10000
3,1,0.12,-0.45,0.14,0.140998,0.00457286,10000
3,1,0.12,-0.45,0.15,0.142765,0.00467478,10000
3,1,0.12,-0.45,0.16,0.153211,0.00508088,10000
3,1,0.12,-0.45,0.17,0.153157,0.00502201,10000
3,1,0.12,-0.45,0.18,0.156449,0.00541923,10000
3,1,0.12,-0.45,0.19,0.16842,0.00570935,10000
3,1,0.12,-0.45,0.2,0.171392,0.00588746,10000
3,1,0.13,-0.34,0.1,0.10264,0.00325388,10000
3,1,0.13,-0.34,0.12,0.113914,0.00359726,10000
3,1,0.13,-0.34,0.13,0.118781,0.00375337,10000
3,1,0.13,-0.34,0.14,0.121725,0.0039574,10000
3,1,0.13,-0.34,0.15,0.128056,0.00416947,10000
3,1,0.13,-0.34,0.16,0.136575,0.00445548,10000
3,1,0.13,-0.34,0.17,0.138075,0.00458722,10000
3,1,0.13,-0.34,0.18,0.14214,0.00473082,10000
3,1,0.13,-0.34,0.19,0.149524,0.00512742,10000
3,1,0.13,-0.34,0.2,0.151599,0.00532188,10000
3,1,0.13,-0.3,0.1,0.0986698,0.00303631,10000
3,1,0.13,-0.3,0.12,0.110572,0.00341629,10000
3,1,0.13,-0.3,0.13,0.115443,0.00361589,10000
3,1,0.13,-0.3,0.14,0.119334,0.00384028,10000
3,1,0.13,-0.3,0.15,0.12774,0.00403472,10000
3,1,0.13,-0.3,0.16,0.129388,0.00427781,10000
3,1,0.13,-0.3,0.17,0.137758,0.00457872,10000
3,1,0.13,-0.3,0.18,0.142497,0.00470365,10000
3,1,0.13,-0.3,0.19,0.151988,0.00508302,10000
3,1,0.13,-0.3,0.2,0.149135,0.00515325,10000
3,1,0.13,-0.27,0.1,0.0942517,0.00291454,10000
3,1,0.13,-0.27,0.12,0.100501,0.00315813,10000
3,1,0.13,-0.27,0.13,0.106823,0.00338671,10000
3,1,0.13,-0.27,0.14,0.11382,0.00357932,10000
3,1,0.13,-0.27,0.15,0.117501,0.00381134,10000
3,1,0.13,-0.27,0.16,0.128071,0.00417943,10000
3,1,0.13,-0.27,0.17,0.131407,0.00437615,10000
3,1,0.13,-0.27,0.18,0.136103,0.00450365,10000
3,1,0.13,-0.27,0.19,0.142951,0.00477094,10000
3,1,0.13,-0.27,0.2,0.147031,0.0051135,10000
3,1,0.13,-0.24,0.1,0.090461,0.00271108,10000
3,1,0.13,-0.24,0.12,0.0992286,0.00308207,10000
3,1,0.13,-0.24,0.13,0.102188,0.00324428,10000
3,1,0.13,-0.24,0.14,0.109159,0.00353786,10000
3,1,0.13,-0.24,0.15,0.11384,0.00370926,10000
3,1,0.13,-0.24,0.16,0.124535,0.00400072,10000
3,1,0.13,-0.24,0.17,0.129594,0.00430318,10000
3,1,0.13,-0.24,0.18,0.136105,0.00450063,10000
3,1,0.13,-0.24,0.19,0.140241,0.00477518,10000
3,1,0.13,-0.24,0.2,0.142229,0.00489189,10000
3,1,0.13,-0.21,0.1,0.0838266,0.00254473,10000
3,1,0.13,-0.21,0.12,0.0941275,0.00295561,10000
3,1,0.13,-0.21,0.13,0.102034,0.00320203,10000
3,1,0.13,-0.21,0.14,0.10966,0.00349917,10000
3,1,0.13,-0.21,0.15,0.109899,0.00353046,10000
3,1,0.13,-0.21,0.16,0.11957,0.00384817,10000
3,1,0.13,-0.21,0.17,0.12649,0.0041068,10000
3,1,0.13,-0.21,0.18,0.133006,0.00442288,10000
3,1,0.13,-0.21,0.19,0.13907,0.00466829,10000
3,1,0.13,-0.21,0.2,0.147762,0.00497657,10000
3,1,0.13,-0.25,0.1,0.0929447,0.0027793,10000
3,1,0.13,-0.25,0.12,0.103816,0.00320161,10000
3,1,0.13,-0.25,0.13,0.11002,0.00346415,10000
3,1,0.13,-0.25,0.14,0.112878,0.00359258,10000
3,1,0.13,-0.25,0.15,0.116,0.0037592,10000
3,1,0.13,-0.25,0.16,0.119908,0.00396035,10000
3,1,0.13,-0.25,0.17,0.127591,0.00420484,10000
3,1,0.13,-0.25,0.18,0.137536,0.00464007,10000
3,1,0.13,-0.25,0.19,0.138368,0.00469205,10000
3,1,0.13,-0.25,0.2,0.147395,0.00508637,10000
3,1,0.13,-0.26,0.1,0.0928717,0.00280495,10000
3,1,0.13,-0.26,0.12,0.102927,0.00319404,10000
3,1,0.13,-0.26,0.13,0.107148,0.00337232,10000
3,1,0.13,-0.26,0.14,0.113901,0.00363301,10000
3,1,0.13,-0.26,0.15,0.118638,0.00385164,10000
3,1,0.13,-0.26,0.16,0.122855,0.00398452,10000
3,1,0.13,-0.26,0.17,0.129413,0.00426345,10000
3,1,0.13,-0.26,0.18,0.136629,0.00463038,10000
3,1,0.13,-0.26,0.19,0.143381,0.00480016,10000
3,1,0.13,-0.26,0.2,0.149044,0.00510529,10000
3,1,0.13,-0.35,0.1,0.108081,0.00331551,10000
3,1,0.13,-0.35,0.12,0.118558,0.0036926,10000
3,1,0.13,-0.35,0.13,0.120925,0.00387929,10000
3,1,0.13,-0.35,0.14,0.122804,0.00396457,10000
3,1,0.13,-0.35,0.15,0.128891,0.00421056,10000
3,1,0.13,-0.35,0.16,0.141306,0.00453425,10000
3,1,0.13,-0.35,0.17,0.140958,0.00468562,10000
3,1,0.13,-0.35,0.18,0.146469,0.00486235,10000
3,1,0.13,-0.35,0.19,0.148651,0.00501082,10000
3,1,0.13,-0.35,0.2,0.163171,0.00556518,10000
3,1,0.13,-0.4,0.1,0.113713,0.00356732,10000
3,1,0.13,-0.4,0.12,0.125353,0.00395462,10000
3,1,0.13,-0.4,0.13,0.129039,0.0041155,10000
3,1,0.13,-0.4,0.14,0.13122,0.00428036,10000
3,1,0.13,-0.4,0.15,0.135861,0.00440954,10000
3,1,0.13,-0.4,0.16,0.142232,0.00465896,10000
3,1,0.13,-0.4,0.17,0.149783,0.00500819,10000
3,1,0.13,-0.4,0.18,0.150395,0.00508765,10000
3,1,0.13,-0.4,0.19,0.153713,0.00527327,10000
3,1,0.13,-0.4,0.2,0.164166,0.00571655,10000
3,1,0.13,-0.45,0.1,0.124651,0.00396814,10000
3,1,0.13,-0.45,0.12,0.138653,0.00439653,10000
3,1,0.13,-0.45,0.13,0.139009,0.00445064,10000
3,1,0.13,-0.45,0.14,0.141942,0.00455945,10000
3,1,0.13,-0.45,0.15,0.146501,0.00484737,10000
3,1,0.13,-0.45,0.16,0.150483,0.00498732,10000
3,1,0.13,-0.45,0.17,0.149166,0.00504964,10000
3,1,0.13,-0.45,0.18,0.163666,0.00552518,10000
3,1,0.13,-0.45,0.19,0.164235,0.00562836,10000
3,1,0.13,-0.45,0.2,0.17194,0.00589105,10000
3,1,0.14,-0.34,0.1,0.111584,0.00335497,10000
3,1,0.14,-0.34,0.12,0.119342,0.00371943,10000
3,1,0.14,-0.34,0.13,0.121351,0.0038018,10000
3,1,0.14,-0.34,0.14,0.125731,0.00400569,10000
3,1,0.14,-0.34,0.15,0.12988,0.00422839,10000
3,1,0.14,-0.34,0.16,0.138808,0.00449632,10000
3,1,0.14,-0.34,0.17,0.140339,0.00460577,10000
3,1,0.14,-0.34,0.18,0.145191,0.00482802,10000
3,1,0.14,-0.34,0.19,0.153,0.00518214,10000
3,1,0.14,-0.34,0.2,0.156788,0.00532391,10000
3,1,0.14,-0.3,0.1,0.0991019,0.00305218,10000
3,1,0.14,-0.3,0.12,0.108839,0.00337417,10000
3,1,0.14,-0.3,0.13,0.113937,0.00359372,10000
3,1,0.14,-0.3,0.14,0.121745,0.00386322,10000
3,1,0.14,-0.3,0.15,0.127586,0.00408855,10000
3,1,0.14,-0.3,0.16,0.128986,0.00423217,10000
3,1,0.14,-0.3,0.17,0.134222,0.00437977,10000
3,1,0.14,-0.3,0.18,0.138958,0.00465809,10000
3,1,0.14,-0.3,0.19,0.145497,0.00490516,10000
3,1,0.14,-0.3,0.2,0.148589,0.0051422,10000
3,1,0.14,-0.27,0.1,0.0946955,0.00289499,10000
3,1,0.14,-0.27,0.12,0.105398,0.00327005,10000
3,1,0.14,-0.27,0.13,0.109704,0.0034216,10000
3,1,0.14,-0.27,0.14,0.115825,0.00370274,10000
3,1,0.14,-0.27,0.15,0.118922,0.00385479,10000
3,1,0.14,-0.27,0.16,0.124006,0.00409894,10000
3,1,0.14,-0.27,0.17,0.129271,0.00430606,10000
3,1,0.14,-0.27,0.18,0.13801,0.00467597,10000
3,1,0.14,-0.27,0.19,0.141694,0.00476035,10000
3,1,0.14,-0.27,0.2,0.146183,0.0050201,10000
3,1,0.14,-0.24,0.1,0.0894775,0.00267926,10000
3,1,0.14,-0.24,0.12,0.0993742,0.00309359,10000
3,1,0.14,-0.24,0.13,0.108861,0.00336163,10000
3,1,0.14,-0.24,0.14,0.109499,0.00350138,10000
3,1,0.14,-0.24,0.15,0.116732,0.00377065,10000
3,1,0.14,-0.24,0.16,0.122321,0.00400903,10000
3,1,0.14,-0.24,0.17,0.128684,0.00431487,10000
3,1,0.14,-0.24,0.18,0.129693,0.00436043,10000
3,1,0.14,-0.24,0.19,0.142817,0.00476642,10000
3,1,0.14,-0.24,0.2,0.144621,0.00501336,10000
3,1,0.14,-0.21,0.1,0.0841264,0.00256936,10000
3,1,0.14,-0.21,0.12,0.0980794,0.00301201,10000
3,1,0.14,-0.21,0.13,0.103476,0.00322437,10000
3,1,0.14,-0.21,0.14,0.107049,0.00341673,10000
3,1,0.14,-0.21,0.15,0.109665,0.00356316,10000
3,1,0.14,-0.21,0.16,0.118269,0.0039007,10000
3,1,0.14,-0.21,0.17,0.126553,0.00420329,10000
3,1,0.14,-0.21,0.18,0.131837,0.00441341,10000
3,1,0.14,-0.21,0.19,0.141299,0.00476543,10000
3,1,0.14,-0.21,0.2,0.143057,0.0049256,10000
3,1,0.14,-0.25,0.1,0.0933007,0.00278027,10000
3,1,0.14,-0.25,0.12,0.0999142,0.00311531,10000
3,1,0.14,-0.25,0.13,0.105483,0.00333161,10000
3,1,0.14,-0.25,0.14,0.114768,0.00365774,10000
3,1,0.14,-0.25,0.15,0.121749,0.00382829,10000
3,1,0.14,-0.25,0.16,0.125666,0.00409574,10000
3,1,0.14,-0.25,0.17,0.126861,0.00414045,10000
3,1,0.14,-0.25,0.18,0.133381,0.00441563,10000
3,1,0.14,-0.25,0.19,0.144434,0.00486166,10000
3,1,0.14,-0.25,0.2,0.146947,0.00498953,10000
3,1,0.14,-0.26,0.1,0.0943941,0.00288435,10000
3,1,0.14,-0.26,0.12,0.103815,0.00323287,10000
3,1,0.14,-0.26,0.13,0.108427,0.00338022,10000
3,1,0.14,-0.26,0.14,0.115316,0.00371415,10000
3,1,0.14,-0.26,0.15,0.122114,0.00388293,10000
3,1,0.14,-0.26,0.16,0.128944,0.004104,10000
3,1,0.14,-0.26,0.17,0.128146,0.00428309,10000
3,1,0.14,-0.26,0.18,0.136627,0.00454459,10000
3,1,0.14,-0.26,0.19,0.140692,0.00481268,10000
3,1,0.14,-0.26,0.2,0.148479,0.00510382,10000
3,1,0.14,-0.35,0.1,0.110483,0.00338038,10000
3,1,0.14,-0.35,0.12,0.115934,0.00366623,10000
3,1,0.14,-0.35,0.13,0.124604,0.00395265,10000
3,1,0.14,-0.35,0.14,0.128102,0.00408292,10000
3,1,0.14,-0.35,0.15,0.132702,0.00430942,10000
3,1,0.14,-0.35,0.16,0.138676,0.00451413,10000
3,1,0.14,-0.35,0.17,0.138538,0.00459008,10000
3,1,0.14,-0.35,0.18,0.144446,0.00492925,10000
3,1,0.14,-0.35,0.19,0.152359,0.00519713,10000
3,1,0.14,-0.35,0.2,0.161994,0.00546123,10000
3,1,0.14,-0.4,0.1,0.120042,0.00373304,10000
3,1,0.14,-0.4,0.12,0.129602,0.00413243,10000
3,1,0.14,-0.4,0.13,0.13044,0.00412475,10000
3,1,0.14,-0.4,0.14,0.13607,0.00434434,10000
3,1,0.14,-0.4,0.15,0.14326,0.00459057,10000
3,1,0.14,-0.4,0.16,0.146314,0.00484891,10000
3,1,0.14,-0.4,0.17,0.147999,0.00492476,10000
3,1,0.14,-0.4,0.18,0.153307,0.00505789,10000
3,1,0.14,-0.4,0.19,0.160472,0.00548072,10000
3,1,0.14,-0.4,0.2,0.164455,0.00575081,10000
3,1,0.14,-0.45,0.1,0.128087,0.00413216,10000
3,1,0.14,-0.45,0.12,0.136712,0.00440361,10000
3,1,0.14,-0.45,0.13,0.143715,0.00466321,10000
3,1,0.14,-0.45,0.14,0.146238,0.00475433,10000
3,1,0.14,-0.45,0.15,0.151097,0.00494279,10000
3,1,0.14,-0.45,0.16,0.152535,0.00497645,10000
3,1,0.14,-0.45,0.17,0.155104,0.00524519,10000
3,1,0.14,-0.45,0.18,0.163011,0.0055196,10000
3,1,0.14,-0.45,0.19,0.1673,0.00573874,10000
3,1,0.14,-0.45,0.2,0.169362,0.00579942,10000
3,1,0.15,-0.34,0.1,0.111407,0.00339431,10000
3,1,0.15,-0.34,0.12,0.116122,0.00364443,10000
3,1,0.15,-0.34,0.13,0.122435,0.0038729,10000
3,1,0.15,-0.34,0.14,0.129568,0.00409687,10000
3,1,0.15,-0.34,0.15,0.133184,0.00423521,10000
3,1,0.15,-0.34,0.16,0.134947,0.00443064,10000
3,1,0.15,-0.34,0.17,0.145706,0.00478873,10000
3,1,0.15,-0.34,0.18,0.146401,0.00490361,10000
3,1,0.15,-0.34,0.19,0.154003,0.00512576,10000
3,1,0.15,-0.34,0.2,0.159134,0.00542958,10000
3,1,0.15,-0.3,0.1,0.101074,0.00314139,10000
3,1,0.15,-0.3,0.12,0.113822,0.00348681,10000
3,1,0.15,-0.3,0.13,0.117325,0.00367282,10000
3,1,0.15,-0.3,0.14,0.120975,0.00382813,10000
3,1,0.15,-0.3,0.15,0.12241,0.00396543,10000
3,1,0.15,-0.3,0.16,0.132032,0.00423081,10000
3,1,0.15,-0.3,0.17,0.139792,0.00447123,10000
3,1,0.15,-0.3,0.18,0.142576,0.0047176,10000
3,1,0.15,-0.3,0.19,0.149129,0.00505528,10000
3,1,0.15,-0.3,0.2,0.155658,0.00531671,10000
3,1,0.15,-0.27,0.1,0.0971951,0.00294953,10000
3,1,0.15,-0.27,0.12,0.105912,0.00327646,10000
3,1,0.15,-0.27,0.13,0.108346,0.00344064,10000
3,1,0.15,-0.27,0.14,0.121225,0.00376339,10000
3,1,0.15,-0.27,0.15,0.120491,0.0038569,10000
3,1,0.15,-0.27,0.16,0.12546,0.00413689,10000
3,1,0.15,-0.27,0.17,0.13576,0.00439028,10000
3,1,0.15,-0.27,0.18,0.140025,0.00470624,10000
3,1,0.15,-0.27,0.19,0.144593,0.00488459,10000
3,1,0.15,-0.27,0.2,0.146908,0.00506608,10000
3,1,0.15,-0.24,0.1,0.0892668,0.00272694,10000
3,1,0.15,-0.24,0.12,0.102982,0.00315072,10000
3,1,0.15,-0.24,0.13,0.105567,0.00335117,10000
3,1,0.15,-0.24,0.14,0.113354,0.00356657,10000
3,1,0.15,-0.24,0.15,0.117518,0.00373611,10000
3,1,0.15,-0.24,0.16,0.124722,0.0040932,10000
3,1,0.15,-0.24,0.17,0.129506,0.00417619,10000
3,1,0.15,-0.24,0.18,0.137263,0.0045074,10000
3,1,0.15,-0.24,0.19,0.142037,0.00484146,10000
3,1,0.15,-0.24,0.2,0.152057,0.00520671,10000
3,1,0.15,-0.21,0.1,0.086017,0.0026137,10000
3,1,0.15,-0.21,0.12,0.0951216,0.00296234,10000
3,1,0.15,-0.21,0.13,0.10355,0.0032901,10000
3,1,0.15,-0.21,0.14,0.109595,0.00350511,10000
3,1,0.15,-0.21,0.15,0.115975,0.00370499,10000
3,1,0.15,-0.21,0.16,0.121549,0.00394802,10000
3,1,0.15,-0.21,0.17,0.127712,0.00419575,10000
3,1,0.15,-0.21,0.18,0.131841,0.00440465,10000
3,1,0.15,-0.21,0.19,0.135658,0.00455374,10000
3,1,0.15,-0.21,0.2,0.146058,0.0049508,10000
3,1,0.15,-0.25,0.1,0.092556,0.00281615,10000
3,1,0.15,-0.25,0.12,0.103031,0.00318301,10000
3,1,0.15,-0.25,0.13,0.110014,0.00346026,10000
3,1,0.15,-0.25,0.14,0.113683,0.00362256,10000
3,1,0.15,-0.25,0.15,0.118094,0.00382565,10000
3,1,0.15,-0.25,0.16,0.124683,0.00404121,10000
3,1,0.15,-0.25,0.17,0.129055,0.0042533,10000
3,1,0.15,-0.25,0.18,0.13507,0.00455198,10000
3,1,0.15,-0.25,0.19,0.145884,0.00479351,10000
3,1,0.15,-0.25,0.2,0.145862,0.00513472,10000
3,1,0.15,-0.26,0.1,0.0962192,0.00286889,10000
3,1,0.15,-0.26,0.12,0.104664,0.00325232,10000
3,1,0.15,-0.26,0.13,0.111369,0.00346777,10000
3,1,0.15,-0.26,0.14,0.115151,0.00367268,10000
3,1,0.15,-0.26,0.15,0.117173,0.00380638,10000
3,1,0.15,-0.26,0.16,0.126866,0.00412807,10000
3,1,0.15,-0.26,0.17,0.130375,0.0043361,10000
3,1,0.15,-0.26,0.18,0.135239,0.0045406,10000
3,1,0.15,-0.26,0.19,0.143038,0.00485129,10000
3,1,0.15,-0.26,0.2,0.146139,0.00495817,10000
3,1,0.15,-0.35,0.1,0.110868,0.00340941,10000
3,1,0.15,-0.35,0.12,0.120334,0.00378263,10000
3,1,0.15,-0.35,0.13,0.120702,0.00386582,10000
3,1,0.15,-0.35,0.14,0.130035,0.00418831,10000
3,1,0.15,-0.35,0.15,0.133432,0.00437052,10000
3,1,0.15,-0.35,0.16,0.142236,0.00451751,10000
3,1,0.15,-0.35,0.17,0.141316,0.00467666,10000
3,1,0.15,-0.35,0.18,0.149921,0.00498415,10000
3,1,0.15,-0.35,0.19,0.153031,0.00511692,10000
3,1,0.15,-0.35,0.2,0.154083,0.00533546,10000
3,1,0.15,-0.4,0.1,0.11982,0.00378622,10000
3,1,0.15,-0.4,0.12,0.127453,0.00408421,10000
3,1,0.15,-0.4,0.13,0.132768,0.0042782,10000
3,1,0.15,-0.4,0.14,0.136096,0.00434376,10000
3,1,0.15,-0.4,0.15,0.141292,0.00455207,10000
3,1,0.15,-0.4,0.16,0.14776,0.00491136,10000
3,1,0.15,-0.4,0.17,0.153519,0.00506921,10000
3,1,0.15,-0.4,0.18,0.153873,0.00513426,10000
3,1,0.15,-0.4,0.19,0.161288,0.00541718,10000
3,1,0.15,-0.4,0.2,0.166768,0.00571097,10000
3,1,0.15,-0.45,0.1,0.126206,0.00405644,10000
3,1,0.15,-0.45,0.12,0.139123,0.00449354,10000
3,1,0.15,-0.45,0.13,0.141369,0.00453933,10000
3,1,0.15,-0.45,0.14,0.147804,0.00482332,10000
3,1,0.15,-0.45,0.15,0.150818,0.00489892,10000
3,1,0.15,-0.45,0.16,0.153813,0.00507931,10000
3,1,0.15,-0.45,0.17,0.157543,0.00538359,10000
3,1,0.15,-0.45,0.18,0.165897,0.00553305,10000
3,1,0.15,-0.45,0.19,0.171069,0.00576221,10000
3,1,0.15,-0.45,0.2,0.173025,0.00583231,10000
3,1,0.16,-0.34,0.1,0.114384,0.00349509,10000
3,1,0.16,-0.34,0.12,0.124986,0.0038347,10000
3,1,0.16,-0.34,0.13,0.125292,0.00397285,10000
3,1,0.16,-0.34,0.14,0.129252,0.00413444,10000
3,1,0.16,-0.34,0.15,0.135744,0.00435009,10000
3,1,0.16,-0.34,0.16,0.141297,0.00461672,10000
3,1,0.16,-0.34,0.17,0.145141,0.00479687,10000
3,1,0.16,-0.34,0.18,0.150405,0.00502822,10000
3,1,0.16,-0.34,0.19,0.155577,0.00518437,10000
3,1,0.16,-0.34,0.2,0.158687,0.00540998,10000
3,1,0.16,-0.3,0.1,0.104455,0.003165,10000
3,1,0.16,-0.3,0.12,0.113858,0.00350608,10000
3,1,0.16,-0.3,0.13,0.117515,0.00370207,10000
3,1,0.16,-0.3,0.14,0.119693,0.0037729,10000
3,1,0.16,-0.3,0.15,0.126123,0.00407233,10000
3,1,0.16,-0.3,0.16,0.131128,0.00428321,10000
3,1,0.16,-0.3,0.17,0.136889,0.00452877,10000
3,1,0.16,-0.3,0.18,0.142283,0.00475863,10000
3,1,0.16,-0.3,0.19,0.145726,0.00492144,10000
3,1,0.16,-0.3,0.2,0.154033,0.00527572,10000
3,1,0.16,-0.27,0.1,0.10013,0.00304064,10000
3,1,0.16,-0.27,0.12,0.11001,0.00340369,10000
3,1,0.16,-0.27,0.13,0.112759,0.0035198,10000
3,1,0.16,-0.27,0.14,0.117946,0.00375375,10000
3,1,0.16,-0.27,0.15,0.120516,0.00393342,10000
3,1,0.16,-0.27,0.16,0.129232,0.00414053,10000
3,1,0.16,-0.27,0.17,0.136761,0.00444422,10000
3,1,0.16,-0.27,0.18,0.141393,0.00468359,10000
3,1,0.16,-0.27,0.19,0.139188,0.00476725,10000
3,1,0.16,-0.27,0.2,0.145496,0.00491422,10000
3,1,0.16,-0.24,0.1,0.0919778,0.00280578,10000
3,1,0.16,-0.24,0.12,0.0978626,0.00305544,10000
3,1,0.16,-0.24,0.13,0.107231,0.00336285,10000
3,1,0.16,-0.24,0.14,0.116145,0.00367426,10000
3,1,0.16,-0.24,0.15,0.121138,0.00385014,10000
3,1,0.16,-0.24,0.16,0.123755,0.00398754,10000
3,1,0.16,-0.24,0.17,0.13308,0.00438756,10000
3,1,0.16,-0.24,0.18,0.136427,0.00452209,10000
3,1,0.16,-0.24,0.19,0.142819,0.00477844,10000
3,1,0.16,-0.24,0.2,0.144284,0.00492517,10000
3,1,0.16,-0.21,0.1,0.0866528,0.00263916,10000
3,1,0.16,-0.21,0.12,0.0962498,0.00299869,10000
3,1,0.16,-0.21,0.13,0.105777,0.00329248,10000
3,1,0.16,-0.21,0.14,0.110674,0.00350288,10000
3,1,0.16,-0.21,0.15,0.116634,0.00369164,10000
3,1,0.16,-0.21,0.16,0.125298,0.00403159,10000
3,1,0.16,-0.21,0.17,0.128119,0.0042352,10000
3,1,0.16,-0.21,0.18,0.134367,0.0044358,10000
3,1,0.16,-0.21,0.19,0.133049,0.00445817,10000
3,1,0.16,-0.21,0.2,0.145719,0.00497406,10000
3,1,0.16,-0.25,0.1,0.0956279,0.00286238,10000
3,1,0.16,-0.25,0.12,0.104065,0.00325556,10000
3,1,0.16,-0.25,0.13,0.110165,0.00343685,10000
3,1,0.16,-0.25,0.14,0.114755,0.00364475,10000
3,1,0.16,-0.25,0.15,0.118008,0.00377079,10000
3,1,0.16,-0.25,0.16,0.126645,0.00413471,10000
